date,hour,france,italy,belgium,spain,uk,germany
2022/06/27,12:00 - 13:00,343.73,343.73,289.94,142.43,265.55,268.00
2022/06/27,13:00 - 14:00,344.57,344.57,271.58,142.43,229.02,250.91
2022/06/27,14:00 - 15:00,355.00,355.00,279.60,140.00,181.94,251.87
2022/06/27,15:00 - 16:00,347.51,350.00,280.35,132.00,162.45,259.91
2022/06/27,16:00 - 17:00,337.40,375.96,230.90,130.92,158.53,288.57
2022/06/27,17:00 - 18:00,337.64,393.99,331.88,132.00,158.53,340.91
2022/06/27,18:00 - 19:00,363.02,410.00,350.00,134.64,160.53,378.59
2022/06/27,19:00 - 20:00,398.59,446.00,367.62,142.43,140.00,443.50
2022/06/27,20:00 - 21:00,391.18,424.63,388.00,165.02,131.97,390.37
2022/06/27,21:00 - 22:00,375.64,375.64,375.64,181.00,156.77,375.64
2022/06/27,22:00 - 23:00,372.17,372.17,372.17,180.00,132.79,372.17
2022/06/27,23:00 - 00:00,354.81,354.81,350.08,165.15,129.00,347.81
2022/06/28,00:00 - 01:00,317.05,334.99,288.33,147.01,119.12,266.05
2022/06/28,01:00 - 02:00,301.30,315.34,284.79,135.00,75.00,272.47
2022/06/28,02:00 - 03:00,298.46,305.67,271.82,131.40,65.00,254.91
2022/06/28,03:00 - 04:00,261.00,290.60,257.59,135.00,55.00,256.31
2022/06/28,04:00 - 05:00,269.93,287.07,267.91,137.46,55.00,267.66
2022/06/28,05:00 - 06:00,282.41,290.86,282.41,147.95,55.00,282.41
2022/06/28,06:00 - 07:00,348.95,348.95,342.16,150.56,65.00,359.10
2022/06/28,07:00 - 08:00,379.91,379.91,378.75,165.44,131.05,381.88
2022/06/28,08:00 - 09:00,388.74,388.74,381.21,165.02,193.29,400.93
2022/06/28,09:00 - 10:00,371.20,374.50,369.59,150.56,213.14,372.62
2022/06/28,10:00 - 11:00,355.40,379.30,310.39,139.68,209.10,313.99
2022/06/28,11:00 - 12:00,375.02,419.00,263.65,135.00,184.50,270.09
2022/06/28,12:00 - 13:00,416.06,416.06,262.00,140.00,174.00,250.41
2022/06/28,13:00 - 14:00,420.90,420.90,231.32,143.55,162.52,259.70
2022/06/28,14:00 - 15:00,408.70,450.00,263.85,136.01,150.73,252.43
2022/06/28,15:00 - 16:00,363.32,450.00,251.53,132.86,149.00,299.00
2022/06/28,16:00 - 17:00,361.68,450.10,284.33,131.40,148.22,324.02
2022/06/28,17:00 - 18:00,367.03,427.32,360.82,131.20,176.49,368.83
2022/06/28,18:00 - 19:00,410.89,450.00,393.02,131.20,194.06,434.99
2022/06/28,19:00 - 20:00,470.90,470.90,470.90,133.43,204.28,470.90
2022/06/28,20:00 - 21:00,453.14,453.14,453.14,160.56,207.00,453.14
2022/06/28,21:00 - 22:00,410.92,410.92,410.92,171.09,215.00,410.92
2022/06/28,22:00 - 23:00,396.38,396.38,396.38,170.00,209.00,396.38
2022/06/28,23:00 - 00:00,364.38,364.38,379.85,150.56,198.41,337.23
2022/06/29,00:00 - 01:00,322.23,322.23,272.73,167.01,160.39,275.06
2022/06/29,01:00 - 02:00,302.50,314.00,272.62,157.00,152.57,261.27
2022/06/29,02:00 - 03:00,285.34,291.70,259.30,145.00,152.57,246.47
2022/06/29,03:00 - 04:00,278.82,287.07,260.07,145.00,156.76,238.00
2022/06/29,04:00 - 05:00,278.54,284.74,262.62,146.00,161.51,243.27
2022/06/29,05:00 - 06:00,280.52,288.77,254.02,152.29,161.51,254.02
2022/06/29,06:00 - 07:00,315.73,315.73,315.92,168.10,161.85,315.46
2022/06/29,07:00 - 08:00,350.85,350.85,350.85,172.28,183.15,350.85
2022/06/29,08:00 - 09:00,367.11,367.11,310.95,167.01,223.67,386.95
2022/06/29,09:00 - 10:00,358.76,358.76,318.15,143.51,292.00,365.41
2022/06/29,10:00 - 11:00,349.06,349.06,268.80,131.40,285.25,329.64
2022/06/29,11:00 - 12:00,355.20,355.20,259.20,125.69,263.66,320.93
2022/06/29,12:00 - 13:00,331.96,331.96,276.38,125.00,248.00,303.91
2022/06/29,13:00 - 14:00,322.30,322.30,250.19,125.00,232.07,291.40
2022/06/29,14:00 - 15:00,325.00,325.00,250.10,119.52,239.20,294.55
2022/06/29,15:00 - 16:00,332.98,332.98,243.00,103.20,240.40,300.85
2022/06/29,16:00 - 17:00,333.43,333.43,259.20,96.23,258.50,308.91
2022/06/29,17:00 - 18:00,352.91,352.91,322.25,94.90,310.90,341.07
2022/06/29,18:00 - 19:00,369.95,369.95,365.67,92.07,338.60,368.86
2022/06/29,19:00 - 20:00,390.90,390.90,390.90,99.05,374.89,390.90
2022/06/29,20:00 - 21:00,390.00,390.00,390.00,123.20,365.11,390.00
2022/06/29,21:00 - 22:00,366.90,366.90,366.90,131.20,330.00,366.90
2022/06/29,22:00 - 23:00,353.74,353.74,352.75,131.40,289.00,352.77
2022/06/29,23:00 - 00:00,331.04,331.04,262.80,124.70,228.59,275.58
2022/06/30,00:00 - 01:00,325.00,325.00,282.55,139.33,N/A,285.04
2022/06/30,01:00 - 02:00,311.32,315.00,282.60,136.87,N/A,272.58
2022/06/30,02:00 - 03:00,298.03,302.17,278.24,136.87,N/A,274.72
2022/06/30,03:00 - 04:00,283.14,301.79,282.60,140.00,N/A,278.00
2022/06/30,04:00 - 05:00,271.79,301.55,271.79,141.38,N/A,267.63
2022/06/30,05:00 - 06:00,285.28,303.40,270.58,141.98,N/A,277.86
2022/06/30,06:00 - 07:00,339.77,339.77,339.77,143.00,N/A,339.77
2022/06/30,07:00 - 08:00,369.89,369.89,369.89,151.00,N/A,369.89
2022/06/30,08:00 - 09:00,379.63,379.63,379.63,143.00,N/A,379.63
2022/06/30,09:00 - 10:00,365.73,365.73,348.25,137.01,N/A,341.75
2022/06/30,10:00 - 11:00,356.30,356.30,359.25,136.70,N/A,299.02
2022/06/30,11:00 - 12:00,358.64,358.64,367.32,130.37,N/A,274.02
2022/06/30,12:00 - 13:00,358.19,358.19,366.73,127.01,N/A,276.32
2022/06/30,13:00 - 14:00,405.00,405.00,339.74,121.40,N/A,268.97
2022/06/30,14:00 - 15:00,415.38,415.38,352.06,116.00,N/A,278.07
2022/06/30,15:00 - 16:00,375.10,375.10,360.00,110.60,N/A,285.79
2022/06/30,16:00 - 17:00,366.35,366.35,346.00,100.41,N/A,324.09
2022/06/30,17:00 - 18:00,372.44,372.44,372.44,99.78,N/A,372.44
2022/06/30,18:00 - 19:00,409.41,409.41,409.41,99.36,N/A,409.41
2022/06/30,19:00 - 20:00,479.00,479.00,479.00,114.70,N/A,479.00
2022/06/30,20:00 - 21:00,450.00,450.00,450.00,139.81,N/A,450.00
2022/06/30,21:00 - 22:00,394.21,394.21,394.21,156.00,N/A,394.21
2022/06/30,22:00 - 23:00,367.95,374.24,354.07,158.60,N/A,355.17
2022/06/30,23:00 - 00:00,351.96,351.96,298.59,150.00,N/A,258.08
2022/07/01,00:00 - 01:00,354.99,354.99,299.70,147.64,N/A,268.71
2022/07/01,01:00 - 02:00,311.96,337.55,267.56,146.48,N/A,265.86
2022/07/01,02:00 - 03:00,306.24,335.77,286.43,143.70,N/A,268.01
2022/07/01,03:00 - 04:00,266.32,328.98,266.17,142.40,N/A,266.12
2022/07/01,04:00 - 05:00,265.65,332.09,265.45,144.96,N/A,265.38
2022/07/01,05:00 - 06:00,282.13,333.03,282.13,146.75,N/A,282.13
2022/07/01,06:00 - 07:00,355.19,355.19,355.19,146.75,N/A,355.19
2022/07/01,07:00 - 08:00,378.85,378.85,378.85,152.61,N/A,378.85
2022/07/01,08:00 - 09:00,385.19,385.19,385.19,147.64,N/A,385.19
2022/07/01,09:00 - 10:00,378.00,378.00,378.00,146.15,N/A,378.00
2022/07/01,10:00 - 11:00,399.31,399.31,321.09,148.74,N/A,360.06
2022/07/01,11:00 - 12:00,379.68,379.68,330.02,147.79,N/A,354.77
2022/07/01,12:00 - 13:00,363.78,363.78,289.73,153.21,N/A,325.63
2022/07/01,13:00 - 14:00,352.78,352.78,252.49,151.00,N/A,300.72
2022/07/01,14:00 - 15:00,353.28,358.60,254.73,144.96,N/A,266.68
2022/07/01,15:00 - 16:00,313.79,363.60,227.66,140.25,N/A,261.06
2022/07/01,16:00 - 17:00,291.77,377.94,219.35,134.63,N/A,220.69
2022/07/01,17:00 - 18:00,298.76,375.19,234.70,134.02,N/A,259.95
2022/07/01,18:00 - 19:00,322.06,385.00,276.12,124.99,N/A,289.07
2022/07/01,19:00 - 20:00,348.08,454.00,314.06,138.91,N/A,329.39
2022/07/01,20:00 - 21:00,361.26,400.22,359.49,146.15,N/A,359.56
2022/07/01,21:00 - 22:00,401.65,401.65,328.18,154.70,N/A,356.91
2022/07/01,22:00 - 23:00,385.00,385.00,385.00,154.12,N/A,385.00
2022/07/01,23:00 - 00:00,380.00,380.00,375.56,146.75,N/A,362.30
2022/07/02,00:00 - 01:00,285.72,379.21,285.72,167.29,N/A,285.72
2022/07/02,01:00 - 02:00,255.00,397.84,255.00,161.70,N/A,255.00
2022/07/02,02:00 - 03:00,237.20,361.77,237.20,159.10,N/A,237.20
2022/07/02,03:00 - 04:00,230.71,358.81,230.71,154.59,N/A,230.71
2022/07/02,04:00 - 05:00,222.31,358.84,222.31,157.06,N/A,222.31
2022/07/02,05:00 - 06:00,214.20,355.00,214.20,159.61,N/A,214.20
2022/07/02,06:00 - 07:00,233.84,351.81,233.84,160.57,N/A,233.84
2022/07/02,07:00 - 08:00,244.56,360.50,244.56,148.58,N/A,244.56
2022/07/02,08:00 - 09:00,232.39,359.84,217.97,144.25,N/A,208.60
2022/07/02,09:00 - 10:00,264.64,358.57,205.57,133.58,N/A,154.08
2022/07/02,10:00 - 11:00,274.00,349.84,189.86,136.77,N/A,125.00
2022/07/02,11:00 - 12:00,240.38,340.00,162.60,129.97,N/A,113.85
2022/07/02,12:00 - 13:00,273.27,334.14,159.21,120.77,N/A,89.37
2022/07/02,13:00 - 14:00,235.29,307.08,154.30,122.99,N/A,76.33
2022/07/02,14:00 - 15:00,253.15,300.00,134.18,114.20,N/A,89.34
2022/07/02,15:00 - 16:00,213.71,330.00,157.80,112.70,N/A,89.17
2022/07/02,16:00 - 17:00,210.59,336.00,157.56,109.25,N/A,131.11
2022/07/02,17:00 - 18:00,240.43,352.23,240.34,110.30,N/A,240.30
2022/07/02,18:00 - 19:00,285.03,360.50,285.03,118.26,N/A,285.03
2022/07/02,19:00 - 20:00,350.00,385.00,350.00,140.00,N/A,350.00
2022/07/02,20:00 - 21:00,362.85,393.00,362.85,152.00,N/A,362.85
2022/07/02,21:00 - 22:00,359.96,385.00,359.96,167.29,N/A,359.96
2022/07/02,22:00 - 23:00,353.44,362.78,353.44,170.34,N/A,353.44
2022/07/02,23:00 - 00:00,302.17,361.47,302.17,167.00,N/A,302.17
2022/07/03,00:00 - 01:00,270.08,385.00,270.08,164.99,N/A,270.08
2022/07/03,01:00 - 02:00,244.90,385.00,242.10,160.00,N/A,237.95
2022/07/03,02:00 - 03:00,199.08,389.60,199.08,149.99,N/A,199.08
2022/07/03,03:00 - 04:00,195.60,387.81,195.60,145.50,N/A,195.60
2022/07/03,04:00 - 05:00,185.60,385.00,185.60,142.00,N/A,185.60
2022/07/03,05:00 - 06:00,182.71,360.14,182.71,145.62,N/A,182.71
2022/07/03,06:00 - 07:00,176.71,350.50,176.71,144.00,N/A,176.71
2022/07/03,07:00 - 08:00,192.31,351.50,192.31,127.80,N/A,192.31
2022/07/03,08:00 - 09:00,185.07,335.50,185.07,116.51,N/A,185.07
2022/07/03,09:00 - 10:00,170.26,334.50,170.26,108.00,N/A,170.26
2022/07/03,10:00 - 11:00,128.20,323.12,128.20,104.61,N/A,128.20
2022/07/03,11:00 - 12:00,146.77,318.00,118.97,94.74,N/A,107.43
2022/07/03,12:00 - 13:00,205.66,322.30,127.59,122.99,N/A,93.10
2022/07/03,13:00 - 14:00,127.25,318.00,88.23,125.10,N/A,68.55
2022/07/03,14:00 - 15:00,122.94,318.65,92.41,117.60,N/A,65.82
2022/07/03,15:00 - 16:00,142.23,329.53,96.71,99.16,N/A,74.46
2022/07/03,16:00 - 17:00,123.80,350.50,123.80,91.20,N/A,123.80
2022/07/03,17:00 - 18:00,212.21,367.81,199.60,91.55,N/A,175.99
2022/07/03,18:00 - 19:00,272.77,394.21,272.77,114.00,N/A,272.77
2022/07/03,19:00 - 20:00,327.00,430.01,327.00,128.30,N/A,327.00
2022/07/03,20:00 - 21:00,340.10,460.00,340.10,160.00,N/A,340.10
2022/07/03,21:00 - 22:00,348.43,460.00,348.43,177.16,N/A,348.43
2022/07/03,22:00 - 23:00,348.45,460.00,348.45,193.06,N/A,348.45
2022/07/03,23:00 - 00:00,333.06,429.00,333.06,180.00,N/A,333.06
2022/07/04,00:00 - 01:00,319.65,350.00,319.65,165.79,N/A,319.65
2022/07/04,01:00 - 02:00,277.83,335.96,277.83,164.37,N/A,277.83
2022/07/04,02:00 - 03:00,265.04,329.99,265.12,153.04,N/A,265.16
2022/07/04,03:00 - 04:00,254.35,322.00,254.35,150.00,N/A,254.35
2022/07/04,04:00 - 05:00,258.08,322.00,258.05,152.50,N/A,258.03
2022/07/04,05:00 - 06:00,302.44,328.99,302.44,152.73,N/A,302.44
2022/07/04,06:00 - 07:00,361.88,361.88,361.88,164.77,N/A,361.88
2022/07/04,07:00 - 08:00,376.00,376.00,376.00,176.00,N/A,376.00
2022/07/04,08:00 - 09:00,385.17,385.17,385.17,176.00,N/A,385.17
2022/07/04,09:00 - 10:00,366.00,366.00,366.00,165.79,N/A,366.00
2022/07/04,10:00 - 11:00,370.52,370.52,280.22,164.77,N/A,291.70
2022/07/04,11:00 - 12:00,388.11,388.11,273.31,158.86,N/A,221.30
2022/07/04,12:00 - 13:00,401.90,401.90,263.72,161.01,N/A,181.80
2022/07/04,13:00 - 14:00,406.58,406.58,256.67,163.58,N/A,184.36
2022/07/04,14:00 - 15:00,431.80,431.80,256.87,163.58,N/A,172.35
2022/07/04,15:00 - 16:00,461.74,461.74,263.52,158.86,N/A,171.19
2022/07/04,16:00 - 17:00,391.31,394.00,236.20,152.73,N/A,182.64
2022/07/04,17:00 - 18:00,434.00,434.00,260.67,148.74,N/A,211.10
2022/07/04,18:00 - 19:00,406.88,419.69,319.62,143.83,N/A,329.99
2022/07/04,19:00 - 20:00,413.76,447.18,373.68,146.00,N/A,379.62
2022/07/04,20:00 - 21:00,406.71,481.86,398.80,164.77,N/A,398.72
2022/07/04,21:00 - 22:00,389.40,499.99,385.81,171.09,N/A,385.52
2022/07/04,22:00 - 23:00,398.10,414.10,397.32,166.62,N/A,396.92
2022/07/04,23:00 - 00:00,399.70,399.70,386.33,152.73,N/A,379.64
2022/07/05,00:00 - 01:00,359.96,390.50,359.96,149.95,N/A,359.96
2022/07/05,01:00 - 02:00,319.62,375.47,319.38,130.00,N/A,319.24
2022/07/05,02:00 - 03:00,309.73,369.47,309.48,120.10,N/A,309.33
2022/07/05,03:00 - 04:00,301.70,355.97,301.30,118.78,N/A,301.08
2022/07/05,04:00 - 05:00,300.16,353.53,300.00,114.57,N/A,299.91
2022/07/05,05:00 - 06:00,324.82,360.76,324.82,120.00,N/A,324.82
2022/07/05,06:00 - 07:00,380.47,380.47,380.47,130.00,N/A,380.47
2022/07/05,07:00 - 08:00,412.59,412.59,412.59,149.95,N/A,412.59
2022/07/05,08:00 - 09:00,429.91,450.00,400.00,150.36,N/A,409.61
2022/07/05,09:00 - 10:00,450.00,450.00,314.91,148.61,N/A,338.68
2022/07/05,10:00 - 11:00,433.02,433.02,255.67,148.50,N/A,283.72
2022/07/05,11:00 - 12:00,394.52,415.96,265.17,147.64,N/A,286.60
2022/07/05,12:00 - 13:00,388.85,398.94,266.41,148.50,N/A,243.95
2022/07/05,13:00 - 14:00,385.06,402.10,280.74,149.95,N/A,227.94
2022/07/05,14:00 - 15:00,386.20,420.00,269.58,148.50,N/A,210.95
2022/07/05,15:00 - 16:00,381.71,463.82,266.93,130.00,N/A,213.06
2022/07/05,16:00 - 17:00,364.89,412.17,279.77,128.00,N/A,237.80
2022/07/05,17:00 - 18:00,337.67,437.44,294.56,127.95,N/A,301.14
2022/07/05,18:00 - 19:00,362.65,450.00,336.56,126.95,N/A,336.25
2022/07/05,19:00 - 20:00,390.62,509.00,364.89,130.00,N/A,363.98
2022/07/05,20:00 - 21:00,389.60,515.00,370.00,149.95,N/A,370.00
2022/07/05,21:00 - 22:00,370.84,500.00,370.57,163.58,N/A,370.40
2022/07/05,22:00 - 23:00,381.78,426.05,378.62,161.00,N/A,378.29
2022/07/05,23:00 - 00:00,362.08,394.58,361.18,147.10,N/A,361.16
2022/07/06,00:00 - 01:00,351.39,419.61,351.39,148.00,N/A,351.39
2022/07/06,01:00 - 02:00,314.20,400.15,311.28,116.45,N/A,309.30
2022/07/06,02:00 - 03:00,309.33,384.41,300.10,116.30,N/A,293.84
2022/07/06,03:00 - 04:00,280.29,380.07,280.22,115.55,N/A,280.18
2022/07/06,04:00 - 05:00,299.42,375.34,299.43,116.35,N/A,299.44
2022/07/06,05:00 - 06:00,322.79,378.25,322.79,125.00,N/A,322.79
2022/07/06,06:00 - 07:00,389.83,418.38,389.83,148.74,N/A,389.83
2022/07/06,07:00 - 08:00,413.89,424.47,413.89,161.59,N/A,413.89
2022/07/06,08:00 - 09:00,421.50,437.05,419.48,161.59,N/A,406.93
2022/07/06,09:00 - 10:00,409.52,470.00,377.24,155.00,N/A,355.89
2022/07/06,10:00 - 11:00,394.26,435.31,330.45,155.89,N/A,287.90
2022/07/06,11:00 - 12:00,431.72,431.72,332.61,151.89,N/A,265.29
2022/07/06,12:00 - 13:00,423.08,423.08,306.20,155.22,N/A,230.68
2022/07/06,13:00 - 14:00,422.58,422.58,291.24,155.89,N/A,204.77
2022/07/06,14:00 - 15:00,435.41,435.41,277.17,148.10,N/A,172.44
2022/07/06,15:00 - 16:00,438.85,438.85,276.12,134.80,N/A,163.21
2022/07/06,16:00 - 17:00,386.90,444.61,261.65,124.43,N/A,180.04
2022/07/06,17:00 - 18:00,391.18,455.00,298.17,122.09,N/A,239.08
2022/07/06,18:00 - 19:00,404.02,462.10,345.99,142.00,N/A,313.06
2022/07/06,19:00 - 20:00,414.41,474.08,390.20,156.50,N/A,376.09
2022/07/06,20:00 - 21:00,419.09,474.86,400.00,166.62,N/A,387.46
2022/07/06,21:00 - 22:00,393.81,447.23,385.77,174.50,N/A,381.59
2022/07/06,22:00 - 23:00,433.59,433.59,404.62,173.09,N/A,379.91
2022/07/06,23:00 - 00:00,427.42,427.42,339.57,161.59,N/A,279.85
2022/07/07,00:00 - 01:00,430.16,430.16,328.24,155.06,N/A,267.50
2022/07/07,01:00 - 02:00,378.09,385.62,272.14,131.00,N/A,209.00
2022/07/07,02:00 - 03:00,371.59,384.98,261.35,116.45,N/A,195.77
2022/07/07,03:00 - 04:00,302.81,374.51,232.43,115.55,N/A,189.58
2022/07/07,04:00 - 05:00,293.93,370.00,231.25,114.99,N/A,186.88
2022/07/07,05:00 - 06:00,303.08,374.51,225.88,114.99,N/A,190.77
2022/07/07,06:00 - 07:00,350.80,387.35,268.51,115.55,N/A,223.60
2022/07/07,07:00 - 08:00,396.45,396.45,324.17,120.00,N/A,282.38
2022/07/07,08:00 - 09:00,424.03,424.03,343.44,115.55,N/A,296.72
2022/07/07,09:00 - 10:00,414.81,414.81,314.75,110.00,N/A,256.00
2022/07/07,10:00 - 11:00,396.87,396.87,295.93,111.05,N/A,235.48
2022/07/07,11:00 - 12:00,396.74,396.74,286.11,110.22,N/A,220.00
2022/07/07,12:00 - 13:00,391.54,391.54,266.14,114.95,N/A,201.99
2022/07/07,13:00 - 14:00,390.00,390.00,268.92,115.55,N/A,190.48
2022/07/07,14:00 - 15:00,394.89,394.89,259.37,115.95,N/A,165.62
2022/07/07,15:00 - 16:00,376.12,401.84,249.13,114.99,N/A,159.07
2022/07/07,16:00 - 17:00,330.38,439.94,230.86,113.51,N/A,155.02
2022/07/07,17:00 - 18:00,358.43,471.00,247.12,112.55,N/A,169.68
2022/07/07,18:00 - 19:00,418.94,480.00,311.66,108.01,N/A,179.01
2022/07/07,19:00 - 20:00,413.65,482.00,313.48,115.55,N/A,197.23
2022/07/07,20:00 - 21:00,403.61,467.90,341.50,151.81,N/A,242.42
2022/07/07,21:00 - 22:00,406.18,434.60,349.75,169.00,N/A,258.96
2022/07/07,22:00 - 23:00,414.00,414.00,353.32,169.00,N/A,246.15
2022/07/07,23:00 - 00:00,405.91,405.91,335.31,149.59,N/A,197.94
2022/07/08,00:00 - 01:00,408.79,422.94,360.06,161.09,N/A,200.08
2022/07/08,01:00 - 02:00,363.55,402.03,306.99,149.88,N/A,224.05
2022/07/08,02:00 - 03:00,363.75,375.00,291.60,129.00,N/A,228.55
2022/07/08,03:00 - 04:00,321.44,364.66,271.65,120.89,N/A,227.26
2022/07/08,04:00 - 05:00,298.82,360.00,251.72,123.00,N/A,210.33
2022/07/08,05:00 - 06:00,341.75,365.00,292.20,129.99,N/A,248.33
2022/07/08,06:00 - 07:00,412.36,414.27,388.29,150.56,N/A,371.95
2022/07/08,07:00 - 08:00,480.00,480.00,443.74,161.00,N/A,418.92
2022/07/08,08:00 - 09:00,458.52,460.00,436.11,161.09,N/A,420.67
2022/07/08,09:00 - 10:00,464.81,464.81,405.01,140.50,N/A,351.70
2022/07/08,10:00 - 11:00,431.44,431.44,372.72,133.95,N/A,318.59
2022/07/08,11:00 - 12:00,430.06,430.06,335.84,145.50,N/A,272.28
2022/07/08,12:00 - 13:00,417.64,417.64,294.83,153.21,N/A,215.05
2022/07/08,13:00 - 14:00,416.76,416.76,307.72,160.00,N/A,210.59
2022/07/08,14:00 - 15:00,435.42,435.42,316.65,150.56,N/A,178.56
2022/07/08,15:00 - 16:00,393.22,419.74,283.73,143.30,N/A,207.56
2022/07/08,16:00 - 17:00,379.93,428.40,279.85,134.19,N/A,210.02
2022/07/08,17:00 - 18:00,365.90,436.00,317.00,132.25,N/A,258.71
2022/07/08,18:00 - 19:00,440.96,444.00,368.51,130.00,N/A,319.26
2022/07/08,19:00 - 20:00,458.39,458.39,416.35,145.50,N/A,387.92
2022/07/08,20:00 - 21:00,461.38,461.38,433.85,165.87,N/A,410.89
2022/07/08,21:00 - 22:00,441.77,441.77,432.18,169.12,N/A,422.59
2022/07/08,22:00 - 23:00,446.86,446.86,432.38,169.12,N/A,416.11
2022/07/08,23:00 - 00:00,429.19,429.19,395.53,162.00,N/A,372.00
2022/07/09,00:00 - 01:00,350.00,406.14,350.00,156.63,N/A,350.00
2022/07/09,01:00 - 02:00,300.55,400.61,290.30,150.90,N/A,283.47
2022/07/09,02:00 - 03:00,375.76,377.29,302.99,151.00,N/A,221.32
2022/07/09,03:00 - 04:00,361.51,364.17,306.13,154.61,N/A,216.81
2022/07/09,04:00 - 05:00,340.50,360.00,279.16,156.63,N/A,203.12
2022/07/09,05:00 - 06:00,353.05,356.00,282.15,160.00,N/A,209.86
2022/07/09,06:00 - 07:00,254.13,362.88,246.51,166.62,N/A,241.95
2022/07/09,07:00 - 08:00,306.96,384.24,282.42,151.92,N/A,247.14
2022/07/09,08:00 - 09:00,259.17,397.18,248.12,149.00,N/A,241.43
2022/07/09,09:00 - 10:00,381.69,381.69,256.76,138.40,N/A,179.83
2022/07/09,10:00 - 11:00,347.96,369.11,222.00,134.13,N/A,154.72
2022/07/09,11:00 - 12:00,316.80,348.40,204.20,134.25,N/A,136.51
2022/07/09,12:00 - 13:00,352.90,352.90,207.75,137.56,N/A,93.54
2022/07/09,13:00 - 14:00,312.10,312.10,194.22,139.15,N/A,74.35
2022/07/09,14:00 - 15:00,300.00,300.00,142.85,138.71,N/A,21.94
2022/07/09,15:00 - 16:00,302.88,302.88,134.75,134.25,N/A,11.94
2022/07/09,16:00 - 17:00,311.62,311.62,138.81,129.50,N/A,16.03
2022/07/09,17:00 - 18:00,355.98,355.98,192.61,129.50,N/A,64.84
2022/07/09,18:00 - 19:00,282.38,400.00,193.57,134.13,N/A,90.02
2022/07/09,19:00 - 20:00,373.70,423.06,249.93,138.51,N/A,94.98
2022/07/09,20:00 - 21:00,358.86,443.83,283.76,161.09,N/A,100.86
2022/07/09,21:00 - 22:00,322.10,460.79,279.22,175.56,N/A,100.59
2022/07/09,22:00 - 23:00,392.71,449.49,300.92,179.85,N/A,120.16
2022/07/09,23:00 - 00:00,376.85,443.72,291.51,165.00,N/A,79.89
2022/07/10,00:00 - 01:00,299.89,389.36,226.87,153.95,N/A,77.12
2022/07/10,01:00 - 02:00,251.07,374.19,193.42,149.99,N/A,49.32
2022/07/10,02:00 - 03:00,254.10,385.34,195.18,150.00,N/A,50.03
2022/07/10,03:00 - 04:00,176.50,383.35,151.33,150.00,N/A,31.39
2022/07/10,04:00 - 05:00,176.47,384.42,154.19,153.14,N/A,63.31
2022/07/10,05:00 - 06:00,162.06,370.00,141.58,153.95,N/A,58.57
2022/07/10,06:00 - 07:00,172.95,366.61,144.69,153.14,N/A,67.67
2022/07/10,07:00 - 08:00,185.49,361.00,148.64,144.01,N/A,41.89
2022/07/10,08:00 - 09:00,154.73,317.30,106.52,125.43,N/A,36.75
2022/07/10,09:00 - 10:00,151.82,227.06,115.10,119.05,N/A,30.01
2022/07/10,10:00 - 11:00,159.17,183.99,127.31,116.80,N/A,30.08
2022/07/10,11:00 - 12:00,166.61,166.61,100.00,118.22,N/A,49.77
2022/07/10,12:00 - 13:00,176.67,176.67,220.00,120.00,N/A,20.00
2022/07/10,13:00 - 14:00,148.92,148.92,158.00,125.43,N/A,19.14
2022/07/10,14:00 - 15:00,130.96,148.60,167.20,125.43,N/A,11.85
2022/07/10,15:00 - 16:00,136.99,154.92,136.60,119.06,N/A,21.31
2022/07/10,16:00 - 17:00,151.58,275.22,101.15,117.54,N/A,40.29
2022/07/10,17:00 - 18:00,192.80,362.88,180.00,116.62,N/A,77.11
2022/07/10,18:00 - 19:00,305.65,410.64,241.83,118.22,N/A,157.13
2022/07/10,19:00 - 20:00,322.13,425.74,322.13,122.00,N/A,322.13
2022/07/10,20:00 - 21:00,369.90,441.83,369.90,153.21,N/A,369.90
2022/07/10,21:00 - 22:00,378.07,458.46,378.07,171.09,N/A,378.07
2022/07/10,22:00 - 23:00,390.45,435.15,390.02,184.00,N/A,389.17
2022/07/10,23:00 - 00:00,371.26,427.33,371.71,166.62,N/A,371.92
2022/07/11,00:00 - 01:00,320.08,384.50,320.08,164.67,N/A,320.08
2022/07/11,01:00 - 02:00,277.98,361.06,277.99,158.18,N/A,278.00
2022/07/11,02:00 - 03:00,275.74,344.61,275.87,153.14,N/A,275.96
2022/07/11,03:00 - 04:00,269.06,360.08,269.19,135.06,N/A,269.27
2022/07/11,04:00 - 05:00,271.92,350.00,272.05,139.00,N/A,272.15
2022/07/11,05:00 - 06:00,298.00,363.65,298.00,152.85,N/A,298.00
2022/07/11,06:00 - 07:00,395.95,395.95,395.95,158.69,N/A,395.95
2022/07/11,07:00 - 08:00,415.08,415.08,415.08,165.84,N/A,415.08
2022/07/11,08:00 - 09:00,433.97,433.97,433.97,170.00,N/A,433.97
2022/07/11,09:00 - 10:00,416.32,416.32,416.21,159.51,N/A,416.32
2022/07/11,10:00 - 11:00,404.95,418.24,404.95,156.56,N/A,404.98
2022/07/11,11:00 - 12:00,396.90,423.19,396.90,153.36,N/A,396.90
2022/07/11,12:00 - 13:00,401.04,404.10,358.00,157.07,N/A,380.42
2022/07/11,13:00 - 14:00,375.05,405.88,363.00,157.07,N/A,369.28
2022/07/11,14:00 - 15:00,393.23,416.90,328.65,153.00,N/A,333.76
2022/07/11,15:00 - 16:00,402.02,448.19,290.77,145.00,N/A,332.61
